Council,Ward Name,Councillor Name,Next Election,Party Name,Electoral Commission Party Code
Waltham Forest,Higham Hill,Karen Bellamy,2030-05-02,Labour Party,PP53
Waltham Forest,Higham Hill,Em Dean,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Hoe Street,Andrew Dixon,2030-05-02,Labour Party,PP53
Waltham Forest,Hoe Street,Miriam Mirwitch,2030-05-02,Labour Party,PP53
Waltham Forest,Hoe Street,Ahsan Khan,2030-05-02,Labour Party,PP53
Waltham Forest,Larkswood,John Moss,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Larkswood,Catherine Saumarez,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Larkswood,Sam O'Connell,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Lea Bridge,Liz Biggs,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Lea Bridge,Solène Fabios,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Lea Bridge,Rosalind Rowlands,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Leyton,Daisy Richards,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Leyton,Rob Gardner,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Leyton,Demetrius Williams,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Leytonstone,Clyde Loakes,2030-05-02,Labour Party,PP53
Waltham Forest,Leytonstone,Denise Alder,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Leytonstone,RoseMary Warrington,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Markhouse,Johar Khan,2030-05-02,Labour Party,PP53
Waltham Forest,Markhouse,Chanté Johnson,2030-05-02,Green Party (E&W),PP63
Waltham Forest,St James,Anna Kerr,2030-05-02,Green Party (E&W),PP63
Waltham Forest,St James,David Berrie,2030-05-02,Green Party (E&W),PP63
Waltham Forest,St James,Martin Edobor,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Upper Walthamstow,Caramel Quin,2030-05-02,Labour Party,PP53
Waltham Forest,Upper Walthamstow,Yusuf Patel,2030-05-02,Labour Party,PP53
Waltham Forest,Valley,Afzal Akram,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Valley,Jemma Hemsted,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,Valley,Toby Garrett,2030-05-02,Conservative and Unionist,PP52
Waltham Forest,William Morris,Kizzy Gardiner,2030-05-02,Labour Party,PP53
Waltham Forest,William Morris,Grace Williams,2030-05-02,Labour Party,PP53
Waltham Forest,William Morris,Ben Copsey,2030-05-02,Green Party (E&W),PP63
Waltham Forest,Wood Street,Richard Sweden,2030-05-02,Labour Party,PP53
Waltham Forest,Wood Street,Stephanie Talbut,2030-05-02,Labour Party,PP53
Wandsworth,Balham,Lynsey Hedges,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Balham,Jo Rigby,2030-05-02,Labour Party,PP53
Wandsworth,Balham,Jonathan Iliff,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Battersea Park,Victoria Asante,2030-05-02,Labour Party,PP53
Wandsworth,Battersea Park,Tony Belton,2030-05-02,Labour Party,PP53
Wandsworth,Battersea Park,Claire Davies,2030-05-02,Conservative and Unionist,PP52
Wandsworth,East Putney,Jasmin Glynne,2030-05-02,Labour Party,PP53
Wandsworth,East Putney,George Crivelli,2030-05-02,Conservative and Unionist,PP52
Wandsworth,East Putney,Ravi Govindia,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Falconbrook,Simon Hogg,2030-05-02,Labour Party,PP53
Wandsworth,Falconbrook,Kate Stock,2030-05-02,Labour Party,PP53
Wandsworth,Furzedown,Leonie Cooper,2030-05-02,Labour Party,PP53
Wandsworth,Furzedown,Judi Gasser,2030-05-02,Labour Party,PP53
Wandsworth,Furzedown,Samantha Lewis,2030-05-02,Labour Party,PP53
Wandsworth,Lavender,Daniel Hamilton,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Lavender,Tom Pridham,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Nine Elms,Matthew Corner,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Nine Elms,Will Sweet,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Northcote,Aled Richards-Jones,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Northcote,James Craig,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Roehampton,Graeme Henderson,2030-05-02,Labour Party,PP53
Wandsworth,Roehampton,Jenny Yates,2030-05-02,Labour Party,PP53
Wandsworth,Roehampton,Matthew Tiller,2030-05-02,Labour Party,PP53
Wandsworth,Shaftesbury & Queenstown,Sara Apps,2030-05-02,Labour Party,PP53
Wandsworth,Shaftesbury & Queenstown,Aydin Dikerdem,2030-05-02,Labour Party,PP53
Wandsworth,Shaftesbury & Queenstown,Stephen Worrall,2030-05-02,Labour Party,PP53
Wandsworth,South Balham,Toby Hopkins,2030-05-02,Labour Party,PP53
Wandsworth,South Balham,Elizabeth Simos,2030-05-02,Labour Party,PP53
Wandsworth,Southfields,Guy Humphries,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Southfields,Emmeline Owens,2030-05-02,Conservative and Unionist,PP52
Wandsworth,St Mary's,Charlie Fisher,2030-05-02,Conservative and Unionist,PP52
Wandsworth,St Mary's,Caroline De La Soujeole,2030-05-02,Conservative and Unionist,PP52
Wandsworth,St Mary's,Zarah Wiles,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Thamesfield,Ethan Brooks,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Thamesfield,Robert Morritt,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Thamesfield,Salvatore Murtas,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Tooting Bec,Sheila Boswell,2030-05-02,Labour Party,PP53
Wandsworth,Tooting Bec,Annamarie Critchard,2030-05-02,Labour Party,PP53
Wandsworth,Tooting Bec,Paul White,2030-05-02,Labour Party,PP53
Wandsworth,Tooting Broadway,Kemi Akinola,2030-05-02,Labour Party,PP53
Wandsworth,Tooting Broadway,Sean Lawless,2030-05-02,Labour Party,PP53
Wandsworth,Tooting Broadway,Rex Osborn,2030-05-02,Labour Party,PP53
Wandsworth,Trinity,Lizzy Dobres,2030-05-02,Labour Party,PP53
Wandsworth,Trinity,Kirsten Botting,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Wandle,Denise Paul,2030-05-02,Labour Party,PP53
Wandsworth,Wandle,Chris Baron,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Wandsworth Common,Angela Graham,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Wandsworth Common,Peter Graham,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Wandsworth Common,Tom Mytton,2030-05-02,Conservative and Unionist,PP52
Wandsworth,Wandsworth Town,Michelle Cook,2030-05-02,Labour Party,PP53
Wandsworth,Wandsworth Town,Sarah Davies,2030-05-02,Labour Party,PP53
Wandsworth,Wandsworth Town,Noel Dube,2030-05-02,Conservative and Unionist,PP52
Wandsworth,West Hill,Malcolm Grimston,2030-05-02,Independent / Other,
Wandsworth,West Hill,Angela Ireland,2030-05-02,Labour Party,PP53
Wandsworth,West Hill,Daniel Ghossain,2030-05-02,Conservative and Unionist,PP52
Wandsworth,West Putney,Nick Austin,2030-05-02,Conservative and Unionist,PP52
Wandsworth,West Putney,Melanie Hampton,2030-05-02,Conservative and Unionist,PP52
Wandsworth,West Putney,Shakeel Ahmad,2030-05-02,Conservative and Unionist,PP52
Westminster,Abbey Road,Festus Akinbusoye,2030-05-02,Conservative and Unionist,PP52
Westminster,Abbey Road,Hannah Galley,2030-05-02,Conservative and Unionist,PP52
Westminster,Abbey Road,Caroline Sargent,2030-05-02,Conservative and Unionist,PP52
Westminster,Bayswater,Maggie Carman,2030-05-02,Labour Party,PP53
Westminster,Bayswater,Christabel Flight,2030-05-02,Conservative and Unionist,PP52
Westminster,Bayswater,Mark Tozer,2030-05-02,Conservative and Unionist,PP52
Westminster,Church Street,Aicha Less,2030-05-02,Labour Party,PP53
Westminster,Church Street,Fiona Parker,2030-05-02,Labour Party,PP53
Westminster,Church Street,Aziz Toki,2030-05-02,Labour Party,PP53
Westminster,Harrow Road,Concia Albert,2030-05-02,Labour Party,PP53
Westminster,Harrow Road,Regan Hook,2030-05-02,Labour Party,PP53
Westminster,Harrow Road,Rhys Thomas,2030-05-02,Labour Party,PP53
Westminster,Hyde Park,Md Shamsed Chowdhury,2030-05-02,Labour Party,PP53
Westminster,Hyde Park,Greg Ero,2030-05-02,Conservative and Unionist,PP52
Westminster,Hyde Park,Elliot Keck,2030-05-02,Conservative and Unionist,PP52
Westminster,Knightsbridge & Belgravia,Anthony Devenish,2030-05-02,Conservative and Unionist,PP52
Westminster,Knightsbridge & Belgravia,Elizabeth Hitchcock,2030-05-02,Conservative and Unionist,PP52
Westminster,Knightsbridge & Belgravia,Rachael Robathan,2030-05-02,Conservative and Unionist,PP52
Westminster,Lancaster Gate,Connor Jones,2030-05-02,Labour Party,PP53
Westminster,Lancaster Gate,Ellie Ormsby,2030-05-02,Labour Party,PP53
Westminster,Lancaster Gate,Philip Stephenson-Oliver,2030-05-02,Conservative and Unionist,PP52
Westminster,Little Venice,Melvyn Caplan,2030-05-02,Conservative and Unionist,PP52
Westminster,Little Venice,Lorraine Dean,2030-05-02,Conservative and Unionist,PP52
Westminster,Little Venice,Louise Shaw,2030-05-02,Conservative and Unionist,PP52
Westminster,Maida Vale,Geoff Barraclough,2030-05-02,Labour Party,PP53
Westminster,Maida Vale,Nafsika Butler-Thalassis,2030-05-02,Labour Party,PP53
Westminster,Maida Vale,Iman Less,2030-05-02,Labour Party,PP53
Westminster,Marylebone,Barbara Arzymanow,2030-05-02,Conservative and Unionist,PP52
Westminster,Marylebone,Ian Rowley,2030-05-02,Conservative and Unionist,PP52
Westminster,Marylebone,Karen Scarborough,2030-05-02,Conservative and Unionist,PP52
Westminster,Pimlico North,Mohamed Elmi,2030-05-02,Conservative and Unionist,PP52
Westminster,Pimlico North,Jim Glen,2030-05-02,Conservative and Unionist,PP52
Westminster,Pimlico North,Ed Ford,2030-05-02,Conservative and Unionist,PP52
Westminster,Pimlico South,Liza Begum,2030-05-02,Labour Party,PP53
Westminster,Pimlico South,Robert Eagleton,2030-05-02,Labour Party,PP53
Westminster,Pimlico South,Jason Williams,2030-05-02,Labour Party,PP53
Westminster,Queen's Park,Patricia McAllister,2030-05-02,Labour Party,PP53
Westminster,Queen's Park,Cara Sanquest,2030-05-02,Labour Party,PP53
Westminster,Queen's Park,Hamza Taouzzale,2030-05-02,Labour Party,PP53
Westminster,Regent's Park,Ralu Oteh-Osoka,2030-05-02,Conservative and Unionist,PP52
Westminster,Regent's Park,Robert Rigby,2030-05-02,Conservative and Unionist,PP52
Westminster,Regent's Park,Paul Swaddle,2030-05-02,Conservative and Unionist,PP52
Westminster,St James's,San Abishev,2030-05-02,Conservative and Unionist,PP52
Westminster,St James's,Tim Mitchell,2030-05-02,Conservative and Unionist,PP52
Westminster,St James's,Mark Shearer,2030-05-02,Conservative and Unionist,PP52
Westminster,Vincent Square,David Harvey,2030-05-02,Conservative and Unionist,PP52
Westminster,Vincent Square,Ben Sewell,2030-05-02,Conservative and Unionist,PP52
Westminster,Vincent Square,Selina Short,2030-05-02,Conservative and Unionist,PP52
Westminster,West End,Elizabeth Amos,2030-05-02,Conservative and Unionist,PP52
Westminster,West End,Tim Barnes,2030-05-02,Conservative and Unionist,PP52
Westminster,West End,Paul Fisher,2030-05-02,Conservative and Unionist,PP52
Westminster,Westbourne,David Boothroyd,2030-05-02,Labour Party,PP53
Westminster,Westbourne,Adam Hug,2030-05-02,Labour Party,PP53
Westminster,Westbourne,Angela Piddock,2030-05-02,Labour Party,PP53

